Quarter;District;Municipality;Parish;Maximum Admissible Power (kW);Connection points for electric vehicles charging stations;DistrictCode;DistrictMunicipalityCode;DistrictMunicipalityParishCode
2025T4;Porto;Penafiel;Penafiel;41.4;2;13;1311;131139
2025T4;Porto;Penafiel;Penafiel;200.0;4;13;1311;131139
2025T4;Porto;Penafiel;Penafiel;10.35;1;13;1311;131139
2025T4;Porto;Penafiel;Penafiel;100.0;1;13;1311;131139
2025T4;Porto;Porto;Bonfim;13.8;1;13;1312;131202
2025T4;Porto;Porto;Bonfim;42.0;1;13;1312;131202
2025T4;Porto;Penafiel;Irivo;6.9;1;13;1311;131115
2025T4;Porto;Vila Nova de Gaia;Santa Marinha e São Pedro da Afurada;55.0;2;13;1317;131730
2025T4;Porto;Vila Nova de Gaia;Santa Marinha e São Pedro da Afurada;200.0;1;13;1317;131730
2025T4;Porto;Gondomar;Rio Tinto;41.4;2;13;1304;130408
2025T4;Porto;Gondomar;Fânzeres e São Pedro da Cova;145.0;1;13;1304;130413
2025T4;Porto;Trofa;Bougado (São Martinho e Santiago);100.0;1;13;1318;131810
2025T4;Porto;Trofa;Coronado (São Romão e São Mamede);300.0;1;13;1318;131811
2025T4;Porto;Valongo;Alfena;10.35;3;13;1315;131501
2025T4;Porto;Vila Nova de Gaia;São Félix da Marinha;100.0;1;13;1317;131717
2025T4;Porto;Vila Nova de Gaia;São Félix da Marinha;27.6;1;13;1317;131717
2025T4;Porto;Vila Nova de Gaia;Madalena;6.9;3;13;1317;131709
2025T4;Porto;Vila Nova de Gaia;Vilar de Andorinho;10.35;1;13;1317;131723
2025T4;Porto;Vila Nova de Gaia;Oliveira do Douro;100.0;1;13;1317;131712
2025T4;Porto;Matosinhos;Perafita, Lavra e Santa Cruz do Bispo;13.8;5;13;1308;130813
2025T4;Porto;Matosinhos;Custóias, Leça do Balio e Guifões;2000.0;1;13;1308;130811
2025T4;Porto;Matosinhos;Matosinhos e Leça da Palmeira;13.8;5;13;1308;130812
2025T4;Porto;Matosinhos;Matosinhos e Leça da Palmeira;200.0;2;13;1308;130812
2025T4;Porto;Matosinhos;Matosinhos e Leça da Palmeira;199.0;1;13;1308;130812
2025T4;Porto;Vila do Conde;Vila do Conde;340.0;1;13;1316;131628
2025T4;Porto;Vila do Conde;Vila do Conde;472.5;1;13;1316;131628
2025T4;Porto;Amarante;Amarante (São Gonçalo), Madalena, Cepelos e Gatão;400.0;1;13;1301;130142
2025T4;Porto;Amarante;Amarante (São Gonçalo), Madalena, Cepelos e Gatão;200.0;2;13;1301;130142
2025T4;Porto;Maia;Moreira;100.0;1;13;1306;130609
2025T4;Porto;Maia;Moreira;250.0;1;13;1306;130609
2025T4;Porto;Maia;Nogueira e Silva Escura;200.0;1;13;1306;130620
2025T4;Porto;Valongo;Campo e Sobrado;630.0;1;13;1315;131506
2025T4;Porto;Felgueiras;Margaride, Várzea, Lagares, Varziela e Moure;66.0;1;13;1303;130335
2025T4;Porto;Felgueiras;Margaride, Várzea, Lagares, Varziela e Moure;200.0;2;13;1303;130335
2025T4;Porto;Felgueiras;Pombeiro de Ribavizela;20.7;1;13;1303;130315
2025T4;Porto;Lousada;Silvares, Pias, Nogueira e Alvarenga;20.7;1;13;1305;130532
2025T4;Porto;Lousada;Silvares, Pias, Nogueira e Alvarenga;6.9;1;13;1305;130532
2025T4;Porto;Baião;Santa Marinha do Zêzere;50.0;1;13;1302;130215
2025T4;Porto;Vila Nova de Gaia;Madalena;27.6;1;13;1317;131709
2025T4;Porto;Vila Nova de Gaia;Canelas;250.0;1;13;1317;131703
2025T4;Porto;Matosinhos;Matosinhos e Leça da Palmeira;10.35;5;13;1308;130812
2025T4;Porto;Matosinhos;Custóias, Leça do Balio e Guifões;120.0;1;13;1308;130811
2025T4;Porto;Maia;Cidade da Maia;6.9;7;13;1306;130619
2025T4;Porto;Maia;Cidade da Maia;250.0;2;13;1306;130619
2025T4;Porto;Maia;Nogueira e Silva Escura;6.9;3;13;1306;130620
2025T4;Porto;Maia;Moreira;400.0;1;13;1306;130609
2025T4;Porto;Gondomar;Baguim do Monte (Rio Tinto);3.45;1;13;1304;130412
2025T4;Porto;Vila do Conde;Bagunte, Ferreiró, Outeiro Maior e Parada;10.35;1;13;1316;131631
2025T4;Porto;Paredes;Paredes;20.7;1;13;1310;131025
2025T4;Porto;Vila Nova de Gaia;Arcozelo;400.0;2;13;1317;131701
2025T4;Porto;Vila Nova de Gaia;Mafamude e Vilar do Paraíso;800.0;1;13;1317;131727
2025T4;Porto;Vila Nova de Gaia;Sandim, Olival, Lever e Crestuma;41.4;1;13;1317;131729
2025T4;Porto;Vila Nova de Gaia;Canidelo;250.0;3;13;1317;131704
2025T4;Porto;Valongo;Ermesinde;100.0;1;13;1315;131503
2025T4;Porto;Valongo;Ermesinde;160.0;1;13;1315;131503
2025T4;Porto;Porto;Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória;6.9;2;13;1312;131217
2025T4;Porto;Porto;Lordelo do Ouro e Massarelos;10.35;5;13;1312;131218
2025T4;Porto;Porto;Lordelo do Ouro e Massarelos;472.5;1;13;1312;131218
2025T4;Porto;Porto;Paranhos;20.7;4;13;1312;131210
2025T4;Porto;Porto;Ramalde;49.5;1;13;1312;131211
2025T4;Porto;Porto;Aldoar, Foz do Douro e Nevogilde;630.0;1;13;1312;131216
2025T4;Porto;Porto;Bonfim;20.7;1;13;1312;131202
2025T4;Porto;Baião;Ancede e Ribadouro;50.0;1;13;1302;130221
2025T4;Porto;Gondomar;Rio Tinto;250.0;2;13;1304;130408
2025T4;Porto;Gondomar;Gondomar (São Cosme), Valbom e Jovim;200.0;1;13;1304;130415
2025T4;Porto;Santo Tirso;Agrela;10.35;1;13;1314;131401
2025T4;Porto;Vila do Conde;Mindelo;41.4;2;13;1316;131616
2025T4;Porto;Felgueiras;Vila Cova da Lixa e Borba de Godim;300.0;1;13;1303;130339
2025T4;Porto;Marco de Canaveses;Marco;120.0;1;13;1307;130736
2025T4;Porto;Vila Nova de Gaia;Santa Marinha e São Pedro da Afurada;1260.0;1;13;1317;131730
2025T4;Porto;Vila Nova de Gaia;Santa Marinha e São Pedro da Afurada;52.8;1;13;1317;131730
2025T4;Porto;Vila Nova de Gaia;Mafamude e Vilar do Paraíso;89.7;1;13;1317;131727
2025T4;Porto;Porto;Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória;70.0;1;13;1312;131217
2025T4;Porto;Porto;Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória;600.0;1;13;1312;131217
2025T4;Porto;Porto;Paranhos;41.4;1;13;1312;131210
2025T4;Porto;Porto;Lordelo do Ouro e Massarelos;13.8;1;13;1312;131218
2025T4;Porto;Póvoa de Varzim;AVer-o-Mar, Amorim e Terroso;200.0;1;13;1313;131313
2025T4;Porto;Póvoa de Varzim;AVer-o-Mar, Amorim e Terroso;6.9;2;13;1313;131313
2025T4;Porto;Valongo;Campo e Sobrado;120.0;1;13;1315;131506
2025T4;Porto;Vila Nova de Gaia;Oliveira do Douro;20.7;1;13;1317;131712
2025T4;Porto;Vila Nova de Gaia;Grijó e Sermonde;300.0;1;13;1317;131725
2025T4;Porto;Vila Nova de Gaia;Pedroso e Seixezelo;74.0;1;13;1317;131728
2025T4;Porto;Póvoa de Varzim;Póvoa de Varzim, Beiriz e Argivai;110.0;1;13;1313;131315
2025T4;Porto;Póvoa de Varzim;Estela;100.0;1;13;1313;131307
2025T4;Porto;Matosinhos;São Mamede de Infesta e Senhora da Hora;100.0;1;13;1308;130814
2025T4;Porto;Matosinhos;Custóias, Leça do Balio e Guifões;110.0;1;13;1308;130811
2025T4;Porto;Porto;Campanhã;400.0;2;13;1312;131203
2025T4;Porto;Vila do Conde;Malta e Canidelo;6.9;1;13;1316;131633
2025T4;Porto;Vila do Conde;Vila do Conde;60.0;1;13;1316;131628
2025T4;Porto;Maia;Moreira;1250.0;1;13;1306;130609
2025T4;Porto;Trofa;Bougado (São Martinho e Santiago);20.7;1;13;1318;131810
2025T4;Porto;Felgueiras;Margaride, Várzea, Lagares, Varziela e Moure;100.0;2;13;1303;130335
2025T4;Porto;Felgueiras;Vila Verde e Santão;100.0;1;13;1303;130341
2025T4;Porto;Santo Tirso;Vila Nova do Campo;41.4;1;13;1314;131434
2025T4;Porto;Penafiel;Penafiel;180.0;1;13;1311;131139
2025T4;Porto;Vila do Conde;Vila do Conde;10.35;2;13;1316;131628
2025T4;Porto;Maia;Castêlo da Maia;400.0;2;13;1306;130618
2025T4;Porto;Paredes;Paredes;6.9;2;13;1310;131025
2025T4;Porto;Paredes;Gandra;630.0;1;13;1310;131011
2025T4;Porto;Gondomar;Fânzeres e São Pedro da Cova;110.0;2;13;1304;130413
2025T4;Porto;Marco de Canaveses;Marco;472.5;1;13;1307;130736
2025T4;Porto;Amarante;Vila Meã;41.4;1;13;1301;130147
2025T4;Porto;Amarante;Amarante (São Gonçalo), Madalena, Cepelos e Gatão;78.4;1;13;1301;130142
2025T4;Porto;Amarante;Amarante (São Gonçalo), Madalena, Cepelos e Gatão;44.0;1;13;1301;130142
2025T4;Porto;Vila do Conde;Azurara;630.0;2;13;1316;131604
2025T4;Porto;Gondomar;Baguim do Monte (Rio Tinto);10.35;2;13;1304;130412
2025T4;Porto;Gondomar;Melres e Medas;130.0;1;13;1304;130416
2025T4;Porto;Maia;Cidade da Maia;6000.0;1;13;1306;130619
2025T4;Porto;Maia;Cidade da Maia;165.0;1;13;1306;130619
2025T4;Porto;Santo Tirso;St. Tirso, Couto (S. Cristina e S. Miguel) e Burgães;630.0;2;13;1314;131437
2025T4;Porto;Marco de Canaveses;Banho e Carvalhosa;48.5;1;13;1307;130704
2025T4;Porto;Vila Nova de Gaia;Canidelo;10.35;3;13;1317;131704
2025T4;Porto;Vila Nova de Gaia;Santa Marinha e São Pedro da Afurada;3650.0;1;13;1317;131730
2025T4;Porto;Vila Nova de Gaia;Serzedo e Perosinho;13.8;2;13;1317;131731
2025T4;Porto;Vila Nova de Gaia;Serzedo e Perosinho;17.25;1;13;1317;131731
2025T4;Porto;Vila Nova de Gaia;Madalena;10.35;2;13;1317;131709
2025T4;Porto;Vila Nova de Gaia;Canelas;472.5;1;13;1317;131703
2025T4;Porto;Porto;Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória;99.0;1;13;1312;131217
2025T4;Porto;Porto;Campanhã;472.5;1;13;1312;131203
2025T4;Porto;Porto;Lordelo do Ouro e Massarelos;87.0;1;13;1312;131218
2025T4;Porto;Porto;Bonfim;300.0;1;13;1312;131202
2025T4;Porto;Matosinhos;Perafita, Lavra e Santa Cruz do Bispo;20.7;3;13;1308;130813
2025T4;Porto;Paredes;Baltar;120.0;1;13;1310;131003
2025T4;Porto;Paredes;Baltar;6.9;1;13;1310;131003
2025T4;Porto;Póvoa de Varzim;Póvoa de Varzim, Beiriz e Argivai;250.0;1;13;1313;131315
2025T4;Porto;Paços de Ferreira;Freamunde;400.0;1;13;1309;130908
2025T4;Porto;Trofa;Bougado (São Martinho e Santiago);80.0;1;13;1318;131810
2025T4;Porto;Trofa;Bougado (São Martinho e Santiago);41.4;1;13;1318;131810
2025T4;Porto;Penafiel;Paço de Sousa;120.0;1;13;1311;131122
2025T4;Porto;Baião;Santa Marinha do Zêzere;20.7;1;13;1302;130215
2025T4;Porto;Vila Nova de Gaia;Mafamude e Vilar do Paraíso;473.0;1;13;1317;131727
2025T4;Porto;Matosinhos;São Mamede de Infesta e Senhora da Hora;350.0;1;13;1308;130814
2025T4;Porto;Porto;Lordelo do Ouro e Massarelos;105.0;1;13;1312;131218
2025T4;Porto;Porto;Lordelo do Ouro e Massarelos;1890.0;1;13;1312;131218
2025T4;Porto;Porto;Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória;315.0;2;13;1312;131217
2025T4;Porto;Póvoa de Varzim;Póvoa de Varzim, Beiriz e Argivai;800.0;1;13;1313;131315
2025T4;Porto;Vila Nova de Gaia;Avintes;41.4;1;13;1317;131702
2025T4;Porto;Vila Nova de Gaia;Gulpilhares e Valadares;90.0;1;13;1317;131726
2025T4;Porto;Maia;Moreira;315.0;1;13;1306;130609
2025T4;Porto;Maia;Nogueira e Silva Escura;34.5;1;13;1306;130620
2025T4;Porto;Santo Tirso;St. Tirso, Couto (S. Cristina e S. Miguel) e Burgães;20.7;1;13;1314;131437
2025T4;Porto;Gondomar;Gondomar (São Cosme), Valbom e Jovim;300.0;1;13;1304;130415
2025T4;Porto;Gondomar;Gondomar (São Cosme), Valbom e Jovim;50.0;1;13;1304;130415
2025T4;Porto;Gondomar;Gondomar (São Cosme), Valbom e Jovim;100.0;2;13;1304;130415
2025T4;Porto;Amarante;Amarante (São Gonçalo), Madalena, Cepelos e Gatão;85.0;1;13;1301;130142
2025T4;Porto;Amarante;Amarante (São Gonçalo), Madalena, Cepelos e Gatão;165.0;1;13;1301;130142
2025T4;Porto;Matosinhos;Custóias, Leça do Balio e Guifões;99.0;1;13;1308;130811
2025T4;Porto;Porto;Ramalde;80.0;1;13;1312;131211
2025T4;Porto;Vila do Conde;Fornelo e Vairão;6.9;1;13;1316;131632
2025T4;Porto;Vila do Conde;Vila do Conde;199.0;1;13;1316;131628
2025T4;Porto;Penafiel;Oldrões;164.0;1;13;1311;131121
2025T4;Porto;Porto;Ramalde;250.0;1;13;1312;131211
2025T4;Porto;Porto;Ramalde;70.0;1;13;1312;131211
2025T4;Porto;Marco de Canaveses;Alpendorada, Várzea e Torrão;13.8;1;13;1307;130732
2025T4;Porto;Trofa;Muro;6.9;1;13;1318;131808
2025T4;Porto;Paredes;Sobreira;10.35;1;13;1310;131020
2025T4;Porto;Paços de Ferreira;Seroa;25000.0;1;13;1309;130916
2025T4;Porto;Felgueiras;Vila Cova da Lixa e Borba de Godim;41.4;1;13;1303;130339
2025T4;Porto;Valongo;Ermesinde;199.0;1;13;1315;131503
2025T4;Porto;Vila Nova de Gaia;Mafamude e Vilar do Paraíso;400.0;2;13;1317;131727
2025T4;Porto;Vila Nova de Gaia;Sandim, Olival, Lever e Crestuma;17.25;2;13;1317;131729
2025T4;Porto;Vila Nova de Gaia;Arcozelo;123.5;1;13;1317;131701
2025T4;Porto;Vila do Conde;Mindelo;16000.0;1;13;1316;131616
2025T4;Porto;Porto;Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória;110.0;2;13;1312;131217
2025T4;Porto;Marco de Canaveses;Penha Longa e Paços de Gaiolo;10.35;1;13;1307;130738
2025T4;Porto;Paços de Ferreira;Carvalhosa;6.9;1;13;1309;130902
2025T4;Porto;Felgueiras;Margaride, Várzea, Lagares, Varziela e Moure;630.0;1;13;1303;130335
2025T4;Porto;Matosinhos;Matosinhos e Leça da Palmeira;82.05;1;13;1308;130812
2025T4;Porto;Matosinhos;São Mamede de Infesta e Senhora da Hora;425.0;1;13;1308;130814
2025T4;Porto;Trofa;Bougado (São Martinho e Santiago);472.5;1;13;1318;131810
2025T4;Porto;Trofa;Coronado (São Romão e São Mamede);10.35;2;13;1318;131811
2025T4;Porto;Trofa;Coronado (São Romão e São Mamede);6.9;1;13;1318;131811
2025T4;Porto;Maia;Águas Santas;88.0;1;13;1306;130601
2025T4;Porto;Maia;Moreira;71.4;1;13;1306;130609
2025T4;Porto;Maia;Moreira;90.0;1;13;1306;130609
2025T4;Porto;Maia;Milheirós;10.35;1;13;1306;130608
2025T4;Porto;Penafiel;Guilhufe e Urrô;472.5;1;13;1311;131141
2025T4;Porto;Penafiel;Cabeça Santa;400.0;1;13;1311;131104
2025T4;Porto;Penafiel;Paço de Sousa;165.0;1;13;1311;131122
2025T4;Porto;Lousada;Cristelos, Boim e Ordem;472.5;1;13;1305;130528
2025T4;Porto;Lousada;Lodares;250.0;1;13;1305;130510
2025T4;Porto;Valongo;Valongo;160.0;1;13;1315;131505
2025T4;Porto;Valongo;Valongo;472.5;1;13;1315;131505
2025T4;Porto;Maia;Milheirós;400.0;1;13;1306;130608
2025T4;Porto;Maia;Moreira;3200.0;1;13;1306;130609
2025T4;Porto;Porto;Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória;13.8;1;13;1312;131217
2025T4;Porto;Porto;Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória;500.0;1;13;1312;131217
2025T4;Porto;Porto;Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória;160.0;1;13;1312;131217
2025T4;Porto;Porto;Ramalde;59.6;1;13;1312;131211
2025T4;Porto;Porto;Lordelo do Ouro e Massarelos;250.0;1;13;1312;131218
2025T4;Porto;Porto;Paranhos;115.0;1;13;1312;131210
2025T4;Porto;Porto;Paranhos;34.5;1;13;1312;131210
2025T4;Porto;Póvoa de Varzim;Estela;120.0;1;13;1313;131307
2025T4;Porto;Vila Nova de Gaia;Canidelo;1000.0;1;13;1317;131704
2025T4;Porto;Vila Nova de Gaia;Madalena;630.0;1;13;1317;131709
2025T4;Porto;Vila Nova de Gaia;Santa Marinha e São Pedro da Afurada;140.0;1;13;1317;131730
2025T4;Porto;Vila Nova de Gaia;Arcozelo;100.0;1;13;1317;131701
2025T4;Porto;Gondomar;Fânzeres e São Pedro da Cova;200.0;1;13;1304;130413
2025T4;Porto;Penafiel;Penafiel;140.0;1;13;1311;131139
2025T4;Porto;Vila do Conde;Labruge;6.9;1;13;1316;131613
2025T4;Porto;Vila do Conde;Vila do Conde;155.0;1;13;1316;131628
2025T4;Porto;Santo Tirso;Aves;6.9;1;13;1314;131405
2025T4;Porto;Santo Tirso;Água Longa;13.8;1;13;1314;131402
2025T4;Porto;Felgueiras;Idães;34.5;1;13;1303;130306
2025T4;Porto;Felgueiras;Vila Cova da Lixa e Borba de Godim;100.0;1;13;1303;130339
2025T4;Porto;Lousada;Silvares, Pias, Nogueira e Alvarenga;472.5;1;13;1305;130532
2025T4;Porto;Paços de Ferreira;Carvalhosa;140.0;1;13;1309;130902
2025T4;Porto;Paços de Ferreira;Freamunde;20.7;1;13;1309;130908
2025T4;Porto;Vila Nova de Gaia;Santa Marinha e São Pedro da Afurada;1875.0;1;13;1317;131730
2025T4;Porto;Matosinhos;Matosinhos e Leça da Palmeira;20000.0;1;13;1308;130812
2025T4;Porto;Matosinhos;Matosinhos e Leça da Palmeira;182.25;1;13;1308;130812
2025T4;Porto;Vila Nova de Gaia;Serzedo e Perosinho;400.0;1;13;1317;131731
2025T4;Porto;Vila Nova de Gaia;Serzedo e Perosinho;6.9;1;13;1317;131731
2025T4;Porto;Santo Tirso;Rebordões;188.0;1;13;1314;131416
2025T4;Porto;Penafiel;Guilhufe e Urrô;100.0;1;13;1311;131141
2025T4;Porto;Penafiel;Rio de Moinhos;120.0;1;13;1311;131129
2025T4;Porto;Paredes;Paredes;41.4;1;13;1310;131025
2025T4;Porto;Marco de Canaveses;Vila Boa do Bispo;110.4;1;13;1307;130730
2024T3;Porto;Maia;Cidade da Maia;1260.0;1;13;1306;130619
2024T3;Porto;Trofa;Bougado (São Martinho e Santiago);110.0;1;13;1318;131810
2024T3;Porto;Trofa;Bougado (São Martinho e Santiago);250.0;2;13;1318;131810
2024T3;Porto;Valongo;Valongo;1000.0;1;13;1315;131505
2024T3;Porto;Valongo;Ermesinde;400.0;3;13;1315;131503
2024T3;Porto;Valongo;Alfena;200.0;1;13;1315;131501
2024T3;Porto;Póvoa de Varzim;Póvoa de Varzim, Beiriz e Argivai;2000.0;1;13;1313;131315
2024T3;Porto;Póvoa de Varzim;Póvoa de Varzim, Beiriz e Argivai;6.9;2;13;1313;131315
2024T3;Porto;Vila do Conde;Bagunte, Ferreiró, Outeiro Maior e Parada;10.35;1;13;1316;131631
2024T3;Porto;Vila do Conde;Vila do Conde;1600.0;1;13;1316;131628
2024T3;Porto;Vila Nova de Gaia;Santa Marinha e São Pedro da Afurada;52.8;1;13;1317;131730
2024T3;Porto;Vila Nova de Gaia;Santa Marinha e São Pedro da Afurada;3650.0;1;13;1317;131730
2024T3;Porto;Porto;Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória;250.0;1;13;1312;131217
2024T3;Porto;Porto;Lordelo do Ouro e Massarelos;316.8;1;13;1312;131218
2024T3;Porto;Porto;Bonfim;75.0;1;13;1312;131202
2024T3;Porto;Matosinhos;Matosinhos e Leça da Palmeira;62.0;1;13;1308;130812
2024T3;Porto;Matosinhos;Matosinhos e Leça da Palmeira;20000.0;1;13;1308;130812
2024T3;Porto;Matosinhos;São Mamede de Infesta e Senhora da Hora;630.0;1;13;1308;130814
2024T3;Porto;Amarante;Amarante (São Gonçalo), Madalena, Cepelos e Gatão;110.0;1;13;1301;130142
2024T3;Porto;Penafiel;Penafiel;120.0;3;13;1311;131139
2024T3;Porto;Penafiel;Abragão;120.0;1;13;1311;131101
2024T3;Porto;Penafiel;Paço de Sousa;120.0;1;13;1311;131122
2024T3;Porto;Gondomar;Fânzeres e São Pedro da Cova;110.0;1;13;1304;130413
2024T3;Porto;Póvoa de Varzim;Laundos;171.8;1;13;1313;131308
2024T3;Porto;Porto;Ramalde;200.0;3;13;1312;131211
2024T3;Porto;Porto;Ramalde;1250.0;1;13;1312;131211
2024T3;Porto;Porto;Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória;49.5;1;13;1312;131217
2024T3;Porto;Porto;Bonfim;315.0;1;13;1312;131202
2024T3;Porto;Porto;Paranhos;400.0;1;13;1312;131210
2024T3;Porto;Porto;Aldoar, Foz do Douro e Nevogilde;13.8;1;13;1312;131216
2024T3;Porto;Porto;Aldoar, Foz do Douro e Nevogilde;10.35;1;13;1312;131216
2024T3;Porto;Vila Nova de Gaia;Santa Marinha e São Pedro da Afurada;160.0;1;13;1317;131730
2024T3;Porto;Vila Nova de Gaia;Santa Marinha e São Pedro da Afurada;150.0;1;13;1317;131730
2024T3;Porto;Matosinhos;Matosinhos e Leça da Palmeira;182.25;1;13;1308;130812
2024T3;Porto;Matosinhos;Matosinhos e Leça da Palmeira;10.35;3;13;1308;130812
2024T3;Porto;Matosinhos;Matosinhos e Leça da Palmeira;41.4;1;13;1308;130812
2024T3;Porto;Matosinhos;Perafita, Lavra e Santa Cruz do Bispo;6.9;1;13;1308;130813
2024T3;Porto;Amarante;Amarante (São Gonçalo), Madalena, Cepelos e Gatão;78.4;1;13;1301;130142
2024T3;Porto;Gondomar;Rio Tinto;250.0;2;13;1304;130408
2024T3;Porto;Gondomar;Rio Tinto;200.0;1;13;1304;130408
2024T3;Porto;Vila do Conde;Vila do Conde;60.0;1;13;1316;131628
2024T3;Porto;Penafiel;Penafiel;250.0;1;13;1311;131139
2024T3;Porto;Paredes;Paredes;400.0;1;13;1310;131025
2024T3;Porto;Maia;Cidade da Maia;200.0;1;13;1306;130619
2024T3;Porto;Maia;Moreira;472.5;2;13;1306;130609
2024T3;Porto;Maia;Castêlo da Maia;300.0;1;13;1306;130618
2024T3;Porto;Trofa;Coronado (São Romão e São Mamede);630.0;1;13;1318;131811
2024T3;Porto;Vila Nova de Gaia;Arcozelo;100.0;1;13;1317;131701
2024T3;Porto;Vila do Conde;Labruge;41.4;1;13;1316;131613
2024T3;Porto;Vila do Conde;Modivas;41.4;2;13;1316;131617
2024T3;Porto;Paços de Ferreira;Paços de Ferreira;472.5;1;13;1309;130918
2024T3;Porto;Vila Nova de Gaia;Grijó e Sermonde;10.35;1;13;1317;131725
2024T3;Porto;Vila Nova de Gaia;Mafamude e Vilar do Paraíso;14400.0;1;13;1317;131727
2024T3;Porto;Vila Nova de Gaia;Gulpilhares e Valadares;41.4;1;13;1317;131726
2024T3;Porto;Póvoa de Varzim;Póvoa de Varzim, Beiriz e Argivai;99.0;1;13;1313;131315
2024T3;Porto;Póvoa de Varzim;AVer-o-Mar, Amorim e Terroso;3.45;1;13;1313;131313
2024T3;Porto;Santo Tirso;St. Tirso, Couto (S. Cristina e S. Miguel) e Burgães;3600.0;1;13;1314;131437
2024T3;Porto;Matosinhos;Custóias, Leça do Balio e Guifões;120.0;1;13;1308;130811
2024T3;Porto;Santo Tirso;Negrelos (São Tomé);41.4;1;13;1314;131430
2024T3;Porto;Valongo;Valongo;41.4;1;13;1315;131505
2024T3;Porto;Marco de Canaveses;Marco;250.0;1;13;1307;130736
2024T3;Porto;Marco de Canaveses;Vila Boa do Bispo;110.4;1;13;1307;130730
2024T3;Porto;Porto;Bonfim;200.0;2;13;1312;131202
2024T3;Porto;Porto;Bonfim;300.0;1;13;1312;131202
2024T3;Porto;Porto;Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória;20.7;4;13;1312;131217
2024T3;Porto;Porto;Aldoar, Foz do Douro e Nevogilde;27.6;1;13;1312;131216
2024T3;Porto;Porto;Ramalde;130.0;1;13;1312;131211
2024T3;Porto;Porto;Ramalde;70.0;1;13;1312;131211
2024T3;Porto;Porto;Ramalde;1260.0;1;13;1312;131211
2024T3;Porto;Vila Nova de Gaia;Pedroso e Seixezelo;20.7;1;13;1317;131728
2024T3;Porto;Vila Nova de Gaia;Vilar de Andorinho;55.2;1;13;1317;131723
2024T3;Porto;Vila Nova de Gaia;São Félix da Marinha;400.0;1;13;1317;131717
2024T3;Porto;Paredes;Paredes;250.0;1;13;1310;131025
2024T3;Porto;Penafiel;Paço de Sousa;69.0;1;13;1311;131122
2024T3;Porto;Penafiel;Guilhufe e Urrô;55.0;1;13;1311;131141
2024T3;Porto;Amarante;Vila Meã;41.4;1;13;1301;130147
2024T3;Porto;Matosinhos;Perafita, Lavra e Santa Cruz do Bispo;200.0;1;13;1308;130813
2024T3;Porto;Matosinhos;Perafita, Lavra e Santa Cruz do Bispo;400.0;1;13;1308;130813
2024T3;Porto;Valongo;Ermesinde;472.5;1;13;1315;131503
2024T3;Porto;Valongo;Valongo;300.0;2;13;1315;131505
2024T3;Porto;Porto;Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória;600.0;1;13;1312;131217
2024T3;Porto;Porto;Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória;170.0;1;13;1312;131217
2024T3;Porto;Porto;Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória;10.35;1;13;1312;131217
2024T3;Porto;Matosinhos;Perafita, Lavra e Santa Cruz do Bispo;100.0;2;13;1308;130813
2024T3;Porto;Matosinhos;Perafita, Lavra e Santa Cruz do Bispo;10.35;3;13;1308;130813
2024T3;Porto;Matosinhos;Matosinhos e Leça da Palmeira;200.0;2;13;1308;130812
2024T3;Porto;Vila Nova de Gaia;Santa Marinha e São Pedro da Afurada;400.0;2;13;1317;131730
2024T3;Porto;Lousada;Silvares, Pias, Nogueira e Alvarenga;250.0;1;13;1305;130532
2024T3;Porto;Maia;Nogueira e Silva Escura;200.0;1;13;1306;130620
2024T3;Porto;Maia;Moreira;145.0;1;13;1306;130609
2024T3;Porto;Maia;Moreira;300.0;1;13;1306;130609
2024T3;Porto;Paços de Ferreira;Paços de Ferreira;300.0;1;13;1309;130918
2024T3;Porto;Santo Tirso;St. Tirso, Couto (S. Cristina e S. Miguel) e Burgães;20.7;1;13;1314;131437
2024T3;Porto;Matosinhos;São Mamede de Infesta e Senhora da Hora;100.0;1;13;1308;130814
2024T3;Porto;Matosinhos;São Mamede de Infesta e Senhora da Hora;300.0;1;13;1308;130814
2024T3;Porto;Maia;Águas Santas;200.0;1;13;1306;130601
2024T3;Porto;Maia;Pedrouços;10.35;1;13;1306;130617
2024T3;Porto;Vila Nova de Gaia;Avintes;200.0;1;13;1317;131702
2024T3;Porto;Vila Nova de Gaia;Oliveira do Douro;630.0;1;13;1317;131712
2024T3;Porto;Paços de Ferreira;Paços de Ferreira;41.4;2;13;1309;130918
2024T3;Porto;Valongo;Ermesinde;300.0;1;13;1315;131503
